"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","Discount","PaymentMethod","ShippingCost","Category","SalesChannel","ReturnStatus","ShipmentProvider","WarehouseLocation","OrderPriority"
321009,"SKU_1958","Notebook",46,"2025-06-29 16:00",62.76,69448,"Belgium",0.35,"Bank Transfer",11.68,"Accessories","In-store","Not Returned","Royal Mail","London","Medium"
745209,"SKU_1799","Wall Clock",13,"2023-02-28 20:00",17.5,72721,"Belgium",0.39,"Bank Transfer",24.97,"Apparel","In-store","Not Returned","FedEx","Paris","Low"
924254,"SKU_1397","USB Cable",14,"2022-01-25 05:00",19.51,70565,"Germany",0.42,"Bank Transfer",20.71,"Electronics","In-store","Not Returned","UPS","Amsterdam","Medium"
368718,"SKU_1188","Blue Pen",36,"2021-10-24 11:00",42.05,64753,"United Kingdom",0.08,"Credit Card",11.98,"Furniture","Online","Not Returned","FedEx","Berlin","High"
439933,"SKU_1774","Wireless Mouse",24,"2020-08-04 12:00",24.65,81935,"Australia",0.48,"paypall",11.22,"Furniture","Online","Not Returned","Royal Mail","Berlin","High"
706962,"SKU_1260","Wireless Mouse",38,"2021-03-02 03:00",91.37,76215,"United Kingdom",0.47,"Bank Transfer",13.73,"Apparel","Online","Not Returned","DHL","Berlin","Medium"
484583,"SKU_1368","Office Chair",42,"2020-08-20 01:00",28.96,89355,"Norway",0.27,"paypall",8.36,"Apparel","Online","Not Returned","UPS","Rome","Medium"
914646,"SKU_1970","Notebook",14,"2021-10-31 19:00",66.19,83151,"Portugal",0.44,"paypall",24.93,"Accessories","In-store","Not Returned","FedEx","Amsterdam","Low"
466964,"SKU_1518","USB Cable",28,"2025-09-03 08:00",78.09,76153,"Norway",0.25,"paypall",17.45,"Furniture","In-store","Not Returned","Royal Mail","Amsterdam","Low"
121341,"SKU_1118","Headphones",37,"2021-01-02 01:00",28.84,46534,"Spain",0.01,"Bank Transfer",8.12,"Electronics","Online","Not Returned","FedEx","Rome","Medium"
104902,"SKU_1867","T-shirt",5,"2023-11-06 07:00",98.01,70610,"Belgium",0.15,"paypall",19.6,"Furniture","Online","Not Returned","FedEx","Rome","High"
429670,"SKU_1015","USB Cable",28,"2020-03-01 01:00",11.66,83678,"Sweden",0.09,"paypall",17.36,"Furniture","Online","Not Returned","UPS","Berlin","Medium"
509241,"SKU_1944","Backpack",2,"2024-11-16 23:00",36.25,31875,"Portugal",0.32,"paypall",10.19,"Electronics","Online","Not Returned","Royal Mail","Amsterdam","Medium"
147114,"SKU_1559","Wall Clock",16,"2024-10-24 14:00",29.37,69299,"United States",0.47,"paypall",25.55,"Accessories","Online","Not Returned","UPS","Amsterdam","High"
145406,"SKU_1805","Notebook",11,"2021-03-01 18:00",22.8,35743,"Norway",0.3,"paypall",10.46,"Stationery","Online","Not Returned","DHL","Berlin","Low"
281652,"SKU_1480","Backpack",27,"2025-04-16 12:00",77.74,48049,"Netherlands",0.31,"Bank Transfer",19.97,"Accessories","Online","Not Returned","FedEx","Berlin","High"
354055,"SKU_1676","Headphones",21,"2023-05-22 03:00",20.5,35974,"Spain",0.35,"paypall",23.19,"Furniture","Online","Not Returned","UPS","Berlin","High"
685776,"SKU_1517","Headphones",41,"2024-07-18 12:00",62.32,73865,"Italy",0.22,"paypall",24.64,"Accessories","In-store","Not Returned","UPS","Paris","High"
358845,"SKU_1713","White Mug",1,"2023-01-26 04:00",58.39,61948,"Spain",0.48,"paypall",26.17,"Electronics","In-store","Not Returned","DHL","Berlin","High"
235026,"SKU_1910","Headphones",35,"2024-09-16 16:00",87.5,74778,"Spain",0.18,"Bank Transfer",8.56,"Electronics","In-store","Not Returned","DHL","Amsterdam","High"
157326,"SKU_1524","Blue Pen",42,"2022-09-29 09:00",22.88,92600,"Australia",0.33,"Credit Card",24.85,"Stationery","Online","Not Returned","FedEx","London","Medium"
542433,"SKU_1564","Headphones",4,"2024-02-23 19:00",34.48,35459,"Germany",0.2,"Bank Transfer",13.2,"Apparel","Online","Not Returned","UPS","Rome","High"
681190,"SKU_1846","Backpack",36,"2022-12-03 02:00",33.45,52977,"Portugal",0.34,"Bank Transfer",13.45,"Furniture","Online","Not Returned","UPS","Paris","Medium"
196123,"SKU_1477","Blue Pen",11,"2023-10-18 19:00",27.7,97350,"United States",0.47,"Credit Card",25.75,"Electronics","Online","Not Returned","Royal Mail","Amsterdam","High"
734328,"SKU_1238","Headphones",17,"2024-01-03 21:00",98.05,16153,"Italy",0.04,"Credit Card",10.17,"Electronics","Online","Returned","Royal Mail","Berlin","Medium"
252545,"SKU_1520","Backpack",9,"2020-11-12 10:00",60.32,41655,"Australia",0.12,"paypall",15.44,"Furniture","Online","Not Returned","DHL","Paris","Medium"
933148,"SKU_1610","Wall Clock",22,"2023-03-06 02:00",41.08,86626,"Italy",0.01,"Bank Transfer",17.95,"Apparel","In-store","Not Returned","FedEx","Berlin","Medium"
565996,"SKU_1657","USB Cable",41,"2021-12-20 14:00",53.83,62580,"Norway",0.19,"Bank Transfer",20.79,"Furniture","In-store","Returned","DHL","Amsterdam","Medium"
385248,"SKU_1490","Office Chair",25,"2021-02-10 21:00",70,85716,"France",0.39,"Bank Transfer",22.71,"Electronics","Online","Not Returned","UPS","London","High"
357046,"SKU_1876","Backpack",44,"2024-02-13 12:00",3.71,47013,"Sweden",0.32,"paypall",29.36,"Stationery","Online","Not Returned","Royal Mail","Rome","High"
729443,"SKU_1329","Headphones",32,"2022-03-09 09:00",9.8,72847,"Spain",0.43,"Bank Transfer",15.32,"Apparel","Online","Returned","Royal Mail","Amsterdam","Low"
709472,"SKU_1664","Blue Pen",22,"2023-07-18 03:00",40.04,77789,"Norway",0.22,"paypall",6.4,"Apparel","Online","Not Returned","Royal Mail","Paris","High"
512736,"SKU_1474","Office Chair",12,"2020-09-11 05:00",5.56,65875,"Portugal",0.39,"Bank Transfer",17.77,"Electronics","In-store","Not Returned","UPS","Rome","Medium"
115376,"SKU_1914","Office Chair",1,"2022-09-12 07:00",44.16,76890,"Norway",0.39,"Credit Card",23.81,"Accessories","In-store","Not Returned","UPS","Amsterdam","High"
196646,"SKU_1621","Wireless Mouse",29,"2020-02-24 06:00",82.04,89735,"Portugal",0.05,"Credit Card",22.79,"Electronics","Online","Not Returned","UPS","Rome","Low"
686834,"SKU_1716","Office Chair",22,"2023-11-30 01:00",98.5,62940,"United States",0.37,"Credit Card",8.07,"Apparel","In-store","Not Returned","FedEx","Berlin","Medium"
242412,"SKU_1790","Notebook",7,"2021-05-12 04:00",54.61,82325,"United States",0.48,"paypall",25.46,"Stationery","Online","Not Returned","UPS","Rome","High"
193099,"SKU_1924","Headphones",26,"2024-11-07 19:00",7.88,86206,"Netherlands",0.46,"Credit Card",13.47,"Stationery","Online","Not Returned","DHL","Berlin","Medium"
254195,"SKU_1703","Desk Lamp",49,"2021-07-14 12:00",20.58,66628,"Belgium",0.12,"Credit Card",11.99,"Apparel","Online","Not Returned","FedEx","London","Low"
623973,"SKU_1400","USB Cable",11,"2024-10-11 14:00",79.32,37724,"United Kingdom",0.34,"Bank Transfer",10.78,"Accessories","In-store","Returned","DHL","Paris","High"
316577,"SKU_1008","Office Chair",30,"2025-03-15 00:00",99.19,65254,"Norway",0.11,"paypall",6.53,"Stationery","Online","Not Returned","UPS","Berlin","High"
481232,"SKU_1519","Office Chair",5,"2025-08-18 14:00",24.64,81012,"Australia",0.02,"paypall",17.01,"Furniture","In-store","Not Returned","Royal Mail","Berlin","Low"
365399,"SKU_1197","Wireless Mouse",7,"2023-11-16 10:00",24.91,96235,"United States",0.06,"Credit Card",29.58,"Furniture","Online","Not Returned","Royal Mail","Amsterdam","Low"
244382,"SKU_1507","Backpack",2,"2025-07-07 15:00",51.52,17914,"Italy",0.08,"Bank Transfer",19.42,"Electronics","Online","Not Returned","DHL","Amsterdam","Medium"
133580,"SKU_1009","USB Cable",6,"2023-02-10 10:00",80.28,87619,"Portugal",0.03,"Bank Transfer",21.53,"Accessories","In-store","Not Returned","DHL","Paris","High"
497035,"SKU_1265","Blue Pen",5,"2024-04-26 21:00",6.36,30688,"Sweden",0.2,"Credit Card",6.96,"Furniture","In-store","Not Returned","FedEx","Paris","Medium"
443853,"SKU_1076","Headphones",10,"2025-08-21 07:00",91.99,69789,"Belgium",0.07,"paypall",28.59,"Stationery","Online","Not Returned","UPS","London","High"
872904,"SKU_1340","USB Cable",27,"2025-05-08 02:00",71.57,28576,"Italy",0.33,"paypall",6.59,"Stationery","Online","Not Returned","FedEx","Paris","Low"
733766,"SKU_1094","USB Cable",42,"2023-11-28 19:00",84.21,26023,"Netherlands",0.39,"paypall",11.96,"Furniture","In-store","Not Returned","DHL","Rome","Medium"
341819,"SKU_1445","Wall Clock",47,"2023-05-02 07:00",16.11,61199,"Norway",0.03,"paypall",27.58,"Stationery","Online","Not Returned","Royal Mail","Amsterdam","High"
918851,"SKU_1673","USB Cable",28,"2022-04-03 16:00",42.96,26631,"United Kingdom",0.29,"Bank Transfer",17.16,"Accessories","In-store","Not Returned","Royal Mail","Paris","Low"
798134,"SKU_1475","Wall Clock",6,"2023-06-19 09:00",53.56,15607,"United Kingdom",0.19,"Bank Transfer",17.6,"Apparel","In-store","Not Returned","UPS","Amsterdam","High"
930989,"SKU_1362","Headphones",13,"2022-05-10 02:00",66.74,43169,"Germany",0.28,"Bank Transfer",12.95,"Electronics","Online","Not Returned","DHL","Rome","Medium"
820570,"SKU_1215","USB Cable",44,"2023-10-13 21:00",59.03,79775,"Netherlands",0.21,"Credit Card",14.18,"Accessories","In-store","Not Returned","DHL","Berlin","High"
964609,"SKU_1239","USB Cable",42,"2021-03-31 09:00",11.72,87897,"France",0.47,"paypall",18.43,"Electronics","Online","Not Returned","FedEx","Paris","High"
673156,"SKU_1830","T-shirt",42,"2020-05-17 01:00",95.52,86110,"Germany",0.09,"paypall",25.84,"Stationery","Online","Not Returned","FedEx","Rome","High"
589100,"SKU_1393","Notebook",30,"2022-11-25 23:00",23.9,62304,"Portugal",0.18,"paypall",13.09,"Stationery","Online","Not Returned","UPS","Amsterdam","Medium"
602240,"SKU_1650","Wall Clock",37,"2023-12-12 08:00",67.76,93083,"Germany",0.08,"Credit Card",15.05,"Electronics","Online","Not Returned","Royal Mail","Rome","Low"
179944,"SKU_1514","Desk Lamp",24,"2021-05-15 11:00",21.58,73002,"United States",0.39,"Bank Transfer",21.81,"Electronics","In-store","Not Returned","FedEx","Amsterdam","High"
528737,"SKU_1970","White Mug",29,"2023-06-29 08:00",52.02,56860,"United States",0.34,"paypall",14.4,"Apparel","In-store","Not Returned","UPS","Amsterdam","High"
429963,"SKU_1325","Backpack",3,"2021-02-05 18:00",30.56,96231,"Sweden",0.21,"Credit Card",5.44,"Electronics","Online","Returned","UPS","Berlin","Medium"
316819,"SKU_1177","Blue Pen",24,"2025-08-10 07:00",24.26,69824,"Germany",0.46,"Credit Card",21.18,"Stationery","Online","Not Returned","UPS","Rome","High"
159163,"SKU_1650","USB Cable",24,"2020-01-30 13:00",22.11,11129,"United States",0.33,"Credit Card",28.01,"Stationery","In-store","Not Returned","DHL","London","Low"
942305,"SKU_1723","Backpack",14,"2025-08-26 22:00",90.93,37226,"Italy",0.07,"Credit Card",8.39,"Accessories","Online","Not Returned","FedEx","Paris","Low"
917766,"SKU_1656","Headphones",31,"2023-11-23 05:00",56.52,94738,"Germany",0.09,"Credit Card",25.93,"Accessories","In-store","Not Returned","FedEx","Paris","High"
220484,"SKU_1264","Blue Pen",23,"2022-06-08 00:00",43.36,12807,"Norway",0.1,"Bank Transfer",15.52,"Stationery","In-store","Not Returned","Royal Mail","Berlin","Low"
244353,"SKU_1847","Backpack",8,"2020-03-25 04:00",55.25,80037,"Italy",0.36,"paypall",18.46,"Stationery","In-store","Not Returned","DHL","London","Low"
577563,"SKU_1244","Desk Lamp",6,"2022-09-21 09:00",40.77,43160,"Australia",0.29,"Bank Transfer",13.32,"Furniture","In-store","Not Returned","DHL","Rome","High"
952857,"SKU_1014","Desk Lamp",14,"2021-04-07 01:00",25.08,87645,"United States",0.19,"paypall",6.33,"Furniture","In-store","Not Returned","FedEx","Berlin","Low"
193220,"SKU_1487","Office Chair",42,"2024-06-06 10:00",69.03,80081,"Norway",0.14,"paypall",20.69,"Apparel","In-store","Not Returned","DHL","Rome","Medium"
463895,"SKU_1230","Blue Pen",14,"2023-11-03 15:00",59.88,59134,"Norway",0.39,"Credit Card",20.31,"Electronics","Online","Not Returned","Royal Mail","Berlin","High"
810914,"SKU_1421","T-shirt",47,"2025-05-16 09:00",49.29,62793,"Germany",0.04,"Bank Transfer",16.6,"Apparel","In-store","Returned","Royal Mail","Amsterdam","Low"
408557,"SKU_1965","Wall Clock",32,"2020-04-17 21:00",42.21,26197,"Norway",0.31,"Credit Card",24.73,"Accessories","Online","Not Returned","Royal Mail","Amsterdam","High"
284307,"SKU_1781","White Mug",2,"2023-02-27 19:00",71.68,34811,"Germany",0.27,"Credit Card",21.97,"Furniture","Online","Not Returned","Royal Mail","Berlin","Low"
905478,"SKU_1094","USB Cable",3,"2023-07-11 08:00",43.36,69812,"Italy",0.31,"Credit Card",21.9,"Electronics","Online","Not Returned","Royal Mail","Amsterdam","Low"
712357,"SKU_1653","Desk Lamp",48,"2024-11-11 11:00",74.52,86856,"Spain",0.44,"paypall",16.59,"Furniture","Online","Not Returned","UPS","Rome","High"
554146,"SKU_1632","USB Cable",43,"2025-05-23 19:00",81.63,78645,"Norway",0.06,"paypall",21.54,"Furniture","In-store","Not Returned","FedEx","Paris","High"
935056,"SKU_1953","Headphones",20,"2021-06-18 13:00",45.89,56724,"France",0.23,"Credit Card",16.24,"Furniture","In-store","Not Returned","Royal Mail","Amsterdam","Medium"
568974,"SKU_1932","Blue Pen",29,"2020-03-20 07:00",36.54,25913,"Portugal",0.26,"paypall",24.32,"Accessories","In-store","Returned","FedEx","Rome","Medium"
357802,"SKU_1295","Notebook",34,"2020-02-22 11:00",67.92,60169,"Netherlands",0.39,"Bank Transfer",26.93,"Furniture","Online","Not Returned","UPS","Berlin","Low"
196849,"SKU_1376","T-shirt",16,"2023-12-14 05:00",67.76,53445,"Netherlands",0.48,"Bank Transfer",10.12,"Stationery","Online","Not Returned","FedEx","Amsterdam","Medium"
367808,"SKU_1841","White Mug",46,"2024-01-05 00:00",72.65,91360,"United Kingdom",0.39,"Credit Card",8.63,"Electronics","In-store","Not Returned","DHL","Rome","High"
399719,"SKU_1636","Headphones",33,"2023-10-06 00:00",11.32,94515,"United States",0.03,"Credit Card",11.05,"Stationery","In-store","Not Returned","Royal Mail","London","High"
467003,"SKU_1854","Blue Pen",6,"2020-07-04 05:00",8.67,77654,"Spain",0.27,"Credit Card",14.71,"Stationery","Online","Not Returned","FedEx","Berlin","High"
306308,"SKU_1713","USB Cable",31,"2023-02-25 11:00",8.07,97610,"France",0.25,"paypall",21.61,"Accessories","In-store","Returned","UPS","London","Medium"
574081,"SKU_1062","Office Chair",46,"2021-04-29 17:00",82.37,96112,"France",0.19,"paypall",13.36,"Electronics","In-store","Not Returned","Royal Mail","London","High"
423660,"SKU_1449","Headphones",35,"2020-06-22 23:00",40.94,84959,"Portugal",0.31,"paypall",25.48,"Accessories","In-store","Not Returned","FedEx","London","Medium"
360474,"SKU_1291","Notebook",34,"2024-06-07 23:00",9.11,50227,"Belgium",0.43,"paypall",8.62,"Accessories","Online","Not Returned","UPS","Amsterdam","Medium"
784341,"SKU_1445","Backpack",45,"2022-03-12 23:00",51.97,75447,"Norway",0.31,"Credit Card",16.47,"Stationery","In-store","Not Returned","Royal Mail","Amsterdam","High"
609853,"SKU_1656","Office Chair",31,"2023-11-17 05:00",15.56,72574,"Netherlands",0.38,"Bank Transfer",5.15,"Accessories","In-store","Not Returned","FedEx","Amsterdam","Low"
715856,"SKU_1784","USB Cable",27,"2024-10-15 21:00",86.76,98280,"France",0.04,"Bank Transfer",19.28,"Apparel","In-store","Not Returned","DHL","London","Medium"
815681,"SKU_1798","Desk Lamp",13,"2024-07-23 07:00",82.99,55922,"United Kingdom",0.22,"paypall",13.67,"Accessories","In-store","Not Returned","FedEx","Rome","Low"
529767,"SKU_1451","Notebook",37,"2022-02-01 00:00",65.27,99803,"Portugal",0.18,"paypall",6.47,"Stationery","In-store","Not Returned","UPS","Amsterdam","Medium"
461273,"SKU_1955","White Mug",20,"2021-12-01 08:00",27.09,24670,"Germany",0.21,"Credit Card",28.49,"Electronics","Online","Not Returned","DHL","Berlin","Low"
876652,"SKU_1871","Backpack",4,"2020-12-12 19:00",59.23,90227,"Spain",0.04,"Bank Transfer",26.85,"Electronics","Online","Not Returned","DHL","Amsterdam","High"
446418,"SKU_1026","Wall Clock",34,"2021-08-06 00:00",86.47,15380,"France",0.12,"Bank Transfer",23.3,"Stationery","Online","Not Returned","UPS","Amsterdam","High"
947065,"SKU_1700","Blue Pen",12,"2024-03-26 09:00",24.11,42641,"France",0.32,"Credit Card",10.71,"Electronics","Online","Not Returned","FedEx","London","Medium"
251744,"SKU_1101","Office Chair",19,"2022-02-06 21:00",68.34,29988,"Netherlands",0.02,"paypall",9.75,"Electronics","In-store","Not Returned","Royal Mail","London","Medium"
771314,"SKU_1471","Desk Lamp",29,"2020-08-16 01:00",64.37,63340,"Norway",0.03,"Credit Card",15.49,"Furniture","In-store","Not Returned","UPS","London","Low"
508980,"SKU_1769","Wireless Mouse",29,"2022-05-31 03:00",90.31,68117,"Spain",0.43,"Bank Transfer",13.49,"Furniture","In-store","Not Returned","DHL","Paris","Low"
461521,"SKU_1921","Backpack",23,"2025-01-19 19:00",62.26,88106,"France",0.16,"Credit Card",12.51,"Apparel","Online","Not Returned","UPS","Paris","Low"
431012,"SKU_1926","Wireless Mouse",27,"2022-02-15 11:00",13.53,79355,"United States",0.36,"paypall",29.4,"Electronics","Online","Not Returned","FedEx","Amsterdam","Low"
279729,"SKU_1179","USB Cable",36,"2022-02-13 08:00",12.05,85429,"Belgium",0.26,"paypall",26.62,"Accessories","Online","Not Returned","FedEx","Rome","High"
976650,"SKU_1168","Backpack",47,"2023-01-15 15:00",30,71684,"Sweden",0.17,"Credit Card",7.57,"Accessories","In-store","Returned","UPS","London","High"
324571,"SKU_1169","Wireless Mouse",35,"2025-04-13 23:00",52.14,60810,"United Kingdom",0,"Credit Card",25.25,"Apparel","Online","Not Returned","Royal Mail","Rome","High"
797996,"SKU_1887","Notebook",46,"2023-01-04 01:00",55.31,91978,"United States",0.44,"Bank Transfer",13.82,"Accessories","Online","Not Returned","Royal Mail","Berlin","Low"
566960,"SKU_1878","USB Cable",39,"2024-01-16 06:00",39.71,83252,"Germany",0.38,"Bank Transfer",22.41,"Accessories","In-store","Not Returned","Royal Mail","Paris","High"
130535,"SKU_1803","White Mug",24,"2020-01-06 21:00",78.64,53955,"Australia",0.06,"paypall",8.97,"Stationery","In-store","Not Returned","UPS","Rome","High"
224447,"SKU_1117","Wireless Mouse",7,"2020-05-11 03:00",92.72,44674,"Spain",0.36,"Bank Transfer",20.81,"Apparel","In-store","Not Returned","Royal Mail","Paris","Medium"
747341,"SKU_1761","Blue Pen",4,"2020-06-15 05:00",39.04,12989,"Netherlands",0.07,"Bank Transfer",12.67,"Electronics","Online","Not Returned","UPS","Berlin","Low"
171082,"SKU_1554","Wall Clock",2,"2022-12-30 01:00",43.2,35127,"Australia",0.24,"Bank Transfer",29.76,"Electronics","Online","Not Returned","FedEx","Paris","High"
258621,"SKU_1190","Desk Lamp",4,"2022-06-12 12:00",44.49,57717,"Germany",0.07,"paypall",22.98,"Stationery","In-store","Not Returned","UPS","Berlin","Low"
188668,"SKU_1354","Backpack",3,"2020-06-10 15:00",44.89,50387,"Netherlands",0.05,"paypall",7.97,"Electronics","In-store","Not Returned","FedEx","Rome","Medium"
748653,"SKU_1106","Desk Lamp",2,"2024-01-19 21:00",41.67,10341,"Norway",0.24,"Bank Transfer",29.25,"Furniture","In-store","Returned","DHL","Amsterdam","High"
272903,"SKU_1251","Headphones",4,"2021-04-08 22:00",36.95,29528,"Norway",0.02,"Bank Transfer",19.8,"Stationery","In-store","Returned","Royal Mail","Amsterdam","High"
363790,"SKU_1426","Headphones",26,"2023-12-31 02:00",72.38,20989,"Australia",0.32,"Credit Card",27.95,"Stationery","Online","Not Returned","Royal Mail","Berlin","Low"
111367,"SKU_1899","Wall Clock",43,"2024-07-21 19:00",17.71,53089,"Norway",0.34,"Credit Card",6.58,"Furniture","In-store","Not Returned","DHL","Berlin","High"
413269,"SKU_1305","White Mug",20,"2024-01-22 16:00",88.59,66175,"Spain",0.41,"Bank Transfer",29.28,"Electronics","Online","Not Returned","FedEx","Berlin","High"
907403,"SKU_1360","Desk Lamp",16,"2024-07-12 19:00",41.16,68176,"Netherlands",0.33,"Bank Transfer",23.41,"Stationery","In-store","Not Returned","FedEx","London","High"
722334,"SKU_1059","Headphones",31,"2020-08-30 16:00",39.48,48663,"Belgium",0.32,"Bank Transfer",10.37,"Accessories","In-store","Not Returned","Royal Mail","Paris","Medium"
790080,"SKU_1727","Backpack",28,"2022-06-02 01:00",22.45,12072,"Belgium",0.2,"paypall",28.42,"Accessories","In-store","Not Returned","UPS","London","High"
852255,"SKU_1348","Backpack",34,"2021-03-31 00:00",26.01,23446,"Germany",0.43,"Bank Transfer",24.46,"Accessories","Online","Not Returned","Royal Mail","London","High"
676115,"SKU_1588","Wireless Mouse",49,"2022-11-04 13:00",30.38,38313,"Netherlands",0.31,"paypall",29.29,"Furniture","In-store","Not Returned","FedEx","Berlin","High"
758610,"SKU_1481","USB Cable",28,"2025-06-14 06:00",50.58,92448,"Norway",0.38,"Bank Transfer",12.17,"Accessories","In-store","Not Returned","Royal Mail","Amsterdam","High"
194322,"SKU_1554","Wireless Mouse",36,"2025-02-18 02:00",51.28,63876,"Portugal",0.09,"Credit Card",28.51,"Furniture","Online","Not Returned","FedEx","London","High"
476279,"SKU_1441","Wall Clock",2,"2023-12-11 13:00",89.87,73145,"Sweden",0.09,"Credit Card",23.18,"Accessories","In-store","Not Returned","Royal Mail","London","High"
475233,"SKU_1121","Wireless Mouse",14,"2022-05-12 12:00",32.12,65586,"Netherlands",0.28,"Credit Card",28.28,"Apparel","Online","Not Returned","DHL","Rome","Medium"
659107,"SKU_1980","Wireless Mouse",36,"2023-07-10 18:00",60.96,57461,"Australia",0.11,"Credit Card",17.39,"Stationery","Online","Not Returned","Royal Mail","Rome","High"
858060,"SKU_1824","Wall Clock",23,"2025-08-20 17:00",16.59,43441,"Italy",0.38,"Credit Card",22.35,"Furniture","Online","Not Returned","Royal Mail","Berlin","Low"
286272,"SKU_1961","Notebook",2,"2021-10-21 13:00",50.16,49948,"Sweden",0.06,"Bank Transfer",7.93,"Stationery","In-store","Returned","Royal Mail","Berlin","High"
362749,"SKU_1953","Office Chair",21,"2023-11-20 04:00",73.53,69842,"Norway",0.24,"paypall",28.87,"Electronics","In-store","Not Returned","UPS","Amsterdam","Low"
296062,"SKU_1970","White Mug",43,"2023-06-23 05:00",7.79,72819,"United Kingdom",0.03,"Bank Transfer",16.51,"Accessories","In-store","Not Returned","FedEx","Rome","High"
875245,"SKU_1783","Wall Clock",9,"2024-02-28 19:00",97.14,75258,"Sweden",0.02,"Bank Transfer",11.93,"Electronics","In-store","Not Returned","DHL","Rome","Low"
776079,"SKU_1419","Backpack",49,"2021-03-31 05:00",67.1,81067,"Germany",0.21,"paypall",7.82,"Electronics","Online","Not Returned","Royal Mail","London","High"
474417,"SKU_1233","Wall Clock",12,"2024-12-23 13:00",54.1,43099,"Netherlands",0.49,"Credit Card",24.81,"Stationery","In-store","Not Returned","DHL","Amsterdam","Low"
680173,"SKU_1262","T-shirt",8,"2024-10-06 08:00",70.67,57336,"Norway",0.06,"Credit Card",13.23,"Stationery","Online","Not Returned","FedEx","Paris","Medium"
237478,"SKU_1589","Desk Lamp",19,"2020-05-02 01:00",42.7,99175,"Netherlands",0.33,"Credit Card",16.03,"Furniture","Online","Not Returned","FedEx","London","Medium"
900781,"SKU_1511","Wall Clock",12,"2025-03-28 01:00",68.51,52689,"Portugal",0.25,"Bank Transfer",18.2,"Furniture","Online","Not Returned","DHL","Amsterdam","Low"
548991,"SKU_1642","Notebook",15,"2022-11-08 20:00",35.55,72883,"France",0.22,"Credit Card",28.67,"Electronics","Online","Not Returned","DHL","Paris","Low"
518779,"SKU_1097","Backpack",31,"2021-02-02 08:00",94.72,61973,"Netherlands",0.47,"Credit Card",19.36,"Furniture","In-store","Returned","UPS","Paris","Medium"
559451,"SKU_1121","USB Cable",32,"2020-01-18 17:00",25.41,90490,"Australia",0.36,"Bank Transfer",18.24,"Electronics","In-store","Not Returned","UPS","Paris","High"
848371,"SKU_1861","Desk Lamp",34,"2021-07-28 14:00",8.86,35139,"Sweden",0.33,"Credit Card",25.29,"Accessories","In-store","Not Returned","DHL","Berlin","High"
190909,"SKU_1125","Desk Lamp",26,"2025-02-23 00:00",79.85,26433,"United Kingdom",0.48,"paypall",9.86,"Apparel","Online","Not Returned","Royal Mail","Amsterdam","High"
979947,"SKU_1040","Notebook",1,"2022-09-02 04:00",21.11,71070,"United States",0.03,"paypall",15.14,"Furniture","In-store","Not Returned","Royal Mail","Rome","Low"
866786,"SKU_1048","Wireless Mouse",28,"2025-06-25 04:00",11.76,28974,"Italy",0.07,"Credit Card",26.19,"Electronics","Online","Returned","Royal Mail","Rome","Low"
177318,"SKU_1647","Wireless Mouse",33,"2022-11-03 16:00",81.49,56898,"Australia",0.37,"Bank Transfer",11.59,"Accessories","In-store","Not Returned","Royal Mail","Rome","Medium"
844261,"SKU_1067","Desk Lamp",6,"2021-08-09 12:00",67.98,40835,"Australia",0.47,"Credit Card",9.65,"Apparel","Online","Not Returned","FedEx","Rome","Low"
948352,"SKU_1379","USB Cable",15,"2021-09-15 17:00",16.38,64719,"Germany",0.28,"paypall",11.43,"Apparel","In-store","Not Returned","UPS","Berlin","High"
486242,"SKU_1077","Notebook",44,"2023-04-21 06:00",48.41,15810,"Germany",0.29,"Bank Transfer",20.48,"Apparel","Online","Not Returned","FedEx","Rome","Low"
347067,"SKU_1562","Blue Pen",40,"2023-07-05 01:00",20.17,32019,"Australia",0.09,"Bank Transfer",9,"Stationery","In-store","Not Returned","UPS","Amsterdam","Medium"
119023,"SKU_1852","USB Cable",18,"2020-11-15 06:00",48.19,68611,"Italy",0.41,"paypall",28.16,"Furniture","Online","Not Returned","FedEx","Berlin","Medium"
865815,"SKU_1927","Notebook",1,"2025-05-24 19:00",38.63,70188,"Portugal",0.26,"paypall",29.26,"Apparel","Online","Not Returned","FedEx","Berlin","Medium"
421289,"SKU_1173","Wireless Mouse",49,"2022-03-14 11:00",62.81,67069,"Germany",0.43,"Bank Transfer",13.34,"Electronics","Online","Not Returned","FedEx","Berlin","High"
398591,"SKU_1319","T-shirt",39,"2024-10-15 16:00",65.02,82585,"Germany",0.11,"Credit Card",11.59,"Stationery","In-store","Not Returned","DHL","Paris","High"
944081,"SKU_1739","Wireless Mouse",35,"2020-07-28 01:00",70.75,44349,"France",0.18,"paypall",22.99,"Furniture","Online","Not Returned","Royal Mail","Amsterdam","Medium"
529492,"SKU_1657","Desk Lamp",49,"2024-08-04 06:00",63.12,60849,"Belgium",0.36,"Credit Card",16.32,"Apparel","Online","Not Returned","DHL","London","Medium"
868173,"SKU_1967","White Mug",2,"2022-08-22 00:00",61.3,21688,"France",0.35,"paypall",27.63,"Apparel","Online","Not Returned","FedEx","Paris","Medium"
895722,"SKU_1454","Blue Pen",44,"2020-10-30 11:00",11.09,56212,"Norway",0.49,"paypall",29.78,"Stationery","In-store","Not Returned","UPS","Rome","Low"
